Ticker,Earnings Yield,Value,Leverage,Growth,Profitability,Dividend Yield,Size,Liquidity,Market Sensitivity,Medium-Term Momentum,Industry,market_cap,Market Cap class
AZO,0.09778766334056854,-0.6431458592414856,1.4511131048202515,-0.08415140956640244,0.36463484168052673,-0.6382398009300232,-0.05435093864798546,1.3650599718093872,-0.6804935336112976,-0.07909409701824188,Consumer Discretionary-S,45889290240.0,Large Cap
BA,-0.4353010058403015,-0.5905276536941528,0.38209855556488037,-1.8000738620758057,-0.7062655091285706,-0.6382398009300232,0.33361613750457764,0.9942306280136108,0.8007128238677979,0.3536153733730316,Industrials-S,137078104064.0,Large Cap
BAC,0.6387060284614563,1.4550994634628296,0.13956472277641296,-0.7433249354362488,-0.7059134244918823,0.6164702773094177,0.32724955677986145,0.5525999069213867,0.19110029935836792,-0.6490550637245178,Financials-S,231795621888.0,Large Cap
BALL,-0.06312333792448044,-0.11473575234413147,0.7725703120231628,-0.1919371336698532,-0.45872265100479126,-0.06019878387451172,-0.27159181237220764,0.250885546207428,0.49359121918678284,-0.6819659471511841,Materials-S,16965926912.0,Large Cap
BAX,-0.7557603716850281,-0.021959759294986725,0.8846783638000488,-0.9891956448554993,-0.8488746285438538,0.4090290367603302,-0.21296219527721405,1.0637485980987549,-0.45309093594551086,-0.9456912279129028,Health Care-S,21436125184.0,Large Cap
BBWI,0.3266817629337311,-0.917163610458374,3.2299108505249023,-0.9492533802986145,0.39982399344444275,0.22680120170116425,-0.440633088350296,1.302172064781189,0.425006628036499,-0.06554178893566132,Consumer Discretionary-S,8488057344.0,Medium Cap
BBY,0.2652001678943634,-0.19493521749973297,-0.10810030996799469,-0.8080887794494629,0.6218398809432983,1.2107869386672974,-0.2745552361011505,1.1277432441711426,0.5177714824676514,-0.14177972078323364,Consumer Discretionary-S,16786972672.0,Large Cap
BDX,-0.100140281021595,0.12875960767269135,-0.1478869616985321,-0.048549335449934006,-0.3549920916557312,-0.07694514095783234,0.06498517841100693,0.23982161283493042,-0.6018515825271606,-0.2282578945159912,Health Care-S,81656979456.0,Large Cap
BEN,0.23634600639343262,1.078614592552185,0.021268747746944427,-0.7067902684211731,-0.571170449256897,1.175827980041504,-0.3377784192562103,0.4368850290775299,0.879669189453125,-0.2949269711971283,Financials-S,13232896000.0,Large Cap
BF/B,-0.16762742400169373,-0.29419735074043274,0.026930037885904312,-0.6072843670845032,-0.14681008458137512,-0.1394786238670349,-0.1352764070034027,0.2611123323440552,-0.5359330773353577,-0.5840223431587219,Consumer Staples-S,,Small Cap
BG,0.5489053130149841,0.7368577718734741,-0.32852786779403687,0.3907739520072937,-0.4862450659275055,0.42581555247306824,-0.32004788517951965,0.7611632943153381,-0.8465651273727417,-0.29468438029289246,Consumer Staples-S,17155110912.0,Large Cap
BIIB,0.20169180631637573,0.10992765426635742,-0.32625633478164673,-1.6277953386306763,-0.14622437953948975,-0.6382398009300232,-0.07310032844543457,0.7275621294975281,-0.9054116606712341,0.4269920587539673,Health Care-S,38812565504.0,Large Cap
BIO,-0.34239012002944946,1.0691372156143188,-0.7707427740097046,-1.2083766460418701,-0.590052604675293,-0.6382398009300232,-0.3813198506832123,0.774588406085968,0.796690821647644,-1.0473884344100952,Health Care-S,11216407552.0,Large Cap
BK,0.3771560490131378,1.3310426473617554,-0.2818058431148529,-0.9070165753364563,-0.35110461711883545,0.761692225933075,-0.11387068033218384,0.5230245590209961,0.12744157016277313,-0.2684374451637268,Financials-S,34531192832.0,Large Cap
BKNG,0.013715197332203388,-0.4557631015777588,1.1829988956451416,-0.18423065543174744,0.9565803408622742,-0.6382398009300232,0.13033674657344818,0.8996345400810242,1.1541619300842285,0.5485788583755493,Consumer Discretionary-S,114895577088.0,Large Cap
BKR,-0.2227320820093155,0.3365863263607025,-0.5088004469871521,0.5746649503707886,-0.5544583201408386,0.329029381275177,-0.1347133219242096,0.3704439103603363,-0.2419697344303131,0.16464988887310028,Energy-S,36701061120.0,Large Cap
BLK,0.04429232329130173,0.16317474842071533,-0.8073321580886841,-0.4293407201766968,-0.584778368473053,0.5299486517906189,0.141896054148674,0.10835347324609756,1.1444296836853027,-0.19090110063552856,Financials-S,103172866048.0,Large Cap
BMY,0.2743637263774872,-0.05922623351216316,0.15687036514282227,0.6383237838745117,0.0043945591896772385,0.8055452704429626,0.20248858630657196,0.37602898478507996,-1.274107813835144,-0.5826181769371033,Health Care-S,131299934208.0,Large Cap
BR,-0.07455722987651825,-0.29101747274398804,0.6314477324485779,-0.15817110240459442,-0.26748335361480713,0.09074698388576508,-0.25443828105926514,0.2764698565006256,0.14940747618675232,-0.3226950764656067,Industrials-S,21998110720.0,Large Cap
BRK/B,-0.1699289232492447,0.7227746248245239,-0.694793701171875,-0.5574023127555847,-0.7008978128433228,-0.6382398009300232,0.6016560196876526,0.8601024150848389,-0.3351696729660034,0.011498494073748589,Financials-S,,Small Cap
BRO,-0.05471479147672653,-0.027157144621014595,-0.1406446397304535,0.12078449875116348,-0.44291049242019653,-0.36642980575561523,-0.25554358959198,0.22292141616344452,0.03592071309685707,-0.2353992611169815,Financials-S,20907950080.0,Large Cap
BSX,-0.18913009762763977,-0.07232366502285004,-0.2983992397785187,-0.6335538029670715,-0.296808123588562,-0.6382398009300232,0.07462593168020248,0.7023189067840576,-0.19720399379730225,0.4352329969406128,Health Care-S,78760525824.0,Large Cap
BWA,0.4283290505409241,0.7253228425979614,-0.3234716057777405,-0.018189888447523117,-0.14985604584217072,-0.03980559483170509,-0.38594695925712585,1.0986418724060059,0.7995691299438477,0.25447332859039307,Consumer Discretionary-S,9576467456.0,Medium Cap
BXP,0.22558392584323883,0.7205137014389038,0.8983084559440613,-0.815943717956543,-0.4846605956554413,2.176816940307617,-0.4329582452774048,0.7145436406135559,0.07065580040216446,-1.1572990417480469,Real Estate-S,10528778240.0,Large Cap
C,0.847719132900238,2.9406089782714844,0.5879485607147217,-1.0232114791870117,-0.5538347363471985,1.032530426979065,0.12528544664382935,0.9887294769287109,0.19598418474197388,-0.4840010404586792,Financials-S,80340205568.0,Large Cap
CAG,0.14219380915164948,0.49271756410598755,0.10126250982284546,-0.2700521945953369,-0.44632384181022644,0.9620496034622192,-0.29448598623275757,1.698965311050415,-1.3118610382080078,-0.27423813939094543,Consumer Staples-S,14469813248.0,Large Cap
CAH,-0.05854059010744095,-0.6403899788856506,1.7685422897338867,0.6072009801864624,0.14169466495513916,0.2628419101238251,-0.20533433556556702,1.0228685140609741,-0.6771491169929504,0.9605529308319092,Health Care-S,22518763520.0,Large Cap
CARR,0.12312965840101242,-0.12690918147563934,0.03752756118774414,-0.4379390478134155,-0.20189212262630463,-0.052103444933891296,-0.07524789869785309,0.37859204411506653,0.7276479601860046,0.14914937317371368,Industrials-S,47543767040.0,Large Cap
CAT,0.14820709824562073,-0.2212083786725998,0.48820987343788147,-0.3290584087371826,-0.10197852551937103,0.1791512817144394,0.1866280734539032,0.34894561767578125,0.4468744397163391,0.3804652690887451,Industrials-S,144592371712.0,Large Cap
CB,0.2678540349006653,0.702916145324707,-0.758951723575592,-0.2334851622581482,-0.5659787654876709,0.07977664470672607,0.07800490409135818,0.29901158809661865,-0.7212734222412109,-0.2625250816345215,Financials-S,82939715584.0,Large Cap
CBOE,-0.10001446306705475,-0.043300166726112366,-0.3838176429271698,-0.5713467597961426,-0.2960730195045471,-0.038398969918489456,-0.32049670815467834,0.7095577120780945,-1.1196808815002441,-0.047749996185302734,Financials-S,15856039936.0,Large Cap
CBRE,0.06842739135026932,0.08086845278739929,-0.3789854943752289,-0.26766493916511536,-0.12396270781755447,-0.6382398009300232,-0.19288422167301178,0.2907891273498535,0.44165050983428955,-0.5107425451278687,Real Estate-S,26553116672.0,Large Cap
CCI,-0.08856570720672607,-0.217799574136734,1.4735523462295532,-0.11137571930885315,-0.25495660305023193,1.5702370405197144,-0.03218022733926773,0.3913300335407257,-0.17911824584007263,-1.1146668195724487,Real Estate-S,43628105728.0,Large Cap
CCL,-1.1403485536575317,-0.009919238276779652,1.7238476276397705,-0.8543288707733154,-1.1651337146759033,-0.6382398009300232,-0.25238093733787537,1.629602074623108,2.938269853591919,1.1107065677642822,Consumer Discretionary-S,20949364736.0,Large Cap
CDAY,-0.3178876042366028,-0.09825655817985535,-0.6049367785453796,0.5620092153549194,-0.7254692316055298,-0.6382398009300232,-0.40049344301223755,0.49649959802627563,1.6924530267715454,-0.01915666274726391,Industrials-S,11241482240.0,Large Cap
CDNS,-0.2201254516839981,-0.392824649810791,-0.6844125390052795,0.1763712763786316,0.3809880018234253,-0.6382398009300232,0.02485823445022106,0.463100403547287,0.5442706942558289,0.33736729621887207,Information Technology-S,64628944896.0,Large Cap
CDW,0.034125711768865585,-0.3617050349712372,1.0755828619003296,-0.18211838603019714,0.3223932981491089,-0.12405205518007278,-0.19752444326877594,0.6277898550033569,0.1345510333776474,-0.2878408432006836,Information Technology-S,27820320768.0,Large Cap
CE,0.5915696620941162,0.32544025778770447,0.9378605484962463,-0.07796073704957962,-0.3386897146701813,0.3513486385345459,-0.3550836741924286,0.9349691271781921,1.2929184436798096,-0.35797151923179626,Materials-S,13373556736.0,Large Cap
CEG,-0.25323420763015747,0.15756875276565552,-0.5613638162612915,-0.24267587065696716,-0.8311324715614319,-0.2603926956653595,-0.1503250151872635,0.5099338889122009,-0.5177868604660034,0.6784696578979492,Utilities-S,34238339072.0,Large Cap
CF,1.1349791288375854,0.22170758247375488,-0.34677428007125854,0.735256552696228,0.5118448734283447,0.2953948676586151,-0.3313489556312561,1.280306100845337,-1.0659406185150146,-0.8721510171890259,Materials-S,14752803840.0,Large Cap
CFG,0.9751731157302856,2.5507397651672363,-0.5887976884841919,-0.47822144627571106,-0.49036991596221924,1.9798173904418945,-0.3466510474681854,1.4121594429016113,0.11779474467039108,-0.9530760049819946,Financials-S,13365920768.0,Large Cap
CHD,-0.1741473227739334,-0.20483963191509247,-0.1905609667301178,-0.4950524866580963,-0.22558562457561493,-0.1922210305929184,-0.20234297215938568,0.7849414348602295,-1.0931180715560913,-0.20380260050296783,Consumer Staples-S,23482726400.0,Large Cap
CHRW,0.15454445779323578,-0.2540278434753418,0.16837704181671143,-0.5034072399139404,0.9971460103988647,0.40913376212120056,-0.3838553726673126,1.184342861175537,-0.5113490223884583,-0.5853861570358276,Industrials-S,10989512704.0,Large Cap
CHTR,0.4064820110797882,-0.1650961935520172,2.9125216007232666,0.00024363760894630104,-0.009261458180844784,-0.6382398009300232,-0.013722000643610954,0.5577699542045593,0.3857913613319397,-0.9778218269348145,Communication Services-S,67516592128.0,Large Cap
CI,0.35262978076934814,0.4887484908103943,-0.37745463848114014,0.057668887078762054,-0.21076658368110657,0.07275144010782242,0.08413517475128174,0.4088565409183502,-1.0454137325286865,-0.3540276885032654,Health Care-S,83359809536.0,Large Cap
CINF,-0.20427051186561584,0.7514841556549072,-0.9320963621139526,-0.6552304029464722,-0.6665348410606384,0.5663014650344849,-0.3050669729709625,0.11145570874214172,-0.3588789999485016,-0.4413004219532013,Financials-S,16447920128.0,Large Cap
CL,-0.10521373897790909,-0.4750193655490875,2.6542704105377197,-0.6514796614646912,0.8304387927055359,0.37719982862472534,0.026595572009682655,0.9008275270462036,-1.1474531888961792,-0.3816279172897339,Consumer Staples-S,60737060864.0,Large Cap
CLX,-0.23944121599197388,-0.4745810627937317,2.594238519668579,-1.0680437088012695,0.0002943921717815101,0.5883057713508606,-0.251268208026886,1.5430400371551514,-0.889497697353363,-0.12873566150665283,Consumer Staples-S,19451826176.0,Large Cap
CMA,1.3453340530395508,1.256661295890808,0.3118458688259125,-0.7164837718009949,-0.4942467212677002,1.9817346334457397,-0.5382888317108154,1.8466652631759644,0.4820355176925659,-1.3428900241851807,Financials-S,6362193408.0,Medium Cap
CMCSA,0.0751984715461731,0.36916011571884155,0.09054522961378098,-0.5991116762161255,-0.2660459280014038,0.49885159730911255,0.2594299614429474,0.18128401041030884,-0.22664441168308258,-0.2644549310207367,Communication Services-S,192973570048.0,Large Cap
CME,0.009778446517884731,0.25962167978286743,-0.9283967614173889,-0.4183923602104187,-0.5703667402267456,0.3032586872577667,0.034029651433229446,0.2968776524066925,-0.6435654759407043,-0.4825972318649292,Financials-S,73144254464.0,Large Cap
CMG,-0.19453252851963043,-0.3985249102115631,0.49713224172592163,0.6757304072380066,0.3060415983200073,-0.6382398009300232,0.0019761966541409492,1.2448292970657349,0.47922220826148987,0.5132113099098206,Consumer Discretionary-S,52501409792.0,Large Cap
CMI,0.2626936733722687,0.02000294253230095,-0.23742645978927612,-0.3742160499095917,-0.14672166109085083,0.42135804891586304,-0.11835016310214996,0.5683520436286926,0.0017598335398361087,-0.05654507502913475,Industrials-S,32597227520.0,Large Cap
CMS,0.0025310295168310404,0.2177426964044571,0.49310559034347534,-0.39017894864082336,-0.538264274597168,0.6551817059516907,-0.2764144539833069,0.8252760171890259,-0.872886598110199,-0.5558033585548401,Utilities-S,16602183680.0,Large Cap
CNC,0.12786175310611725,0.7371348738670349,-0.258230596780777,0.3770178258419037,0.23275749385356903,-0.6382398009300232,-0.10415266454219818,0.5244070887565613,-0.5687359571456909,-1.0022666454315186,Health Care-S,34892906496.0,Large Cap
CNP,0.03482448682188988,0.4354710578918457,0.3443921208381653,-0.22398997843265533,-0.5782663822174072,0.3922388553619385,-0.2624303102493286,0.6869310140609741,-0.6627811193466187,-0.44485536217689514,Utilities-S,17755205632.0,Large Cap
COF,0.6925825476646423,1.5535768270492554,-0.5322652459144592,-0.548797070980072,-0.6510382890701294,0.23493792116641998,-0.0637427568435669,0.49109506607055664,0.8508888483047485,-0.34071364998817444,Financials-S,39486771200.0,Large Cap
COO,-0.17327775061130524,0.2219252735376358,-0.4561883509159088,-0.4796026349067688,-0.4876497685909271,-0.6317440867424011,-0.26065266132354736,0.46043506264686584,0.7991027235984802,0.01190169621258974,Health Care-S,18719430656.0,Large Cap
COP,0.5840021371841431,0.19561952352523804,-0.558168351650238,0.6081020832061768,0.2989102900028229,1.5114632844924927,0.18569321930408478,0.1505177766084671,-0.4396795630455017,0.015019224025309086,Energy-S,140896681984.0,Large Cap
COST,-0.14013881981372833,-0.29820069670677185,-0.6277310252189636,-0.002640840131789446,0.7823492288589478,-0.3511592745780945,0.3324756622314453,0.27036920189857483,-0.24699312448501587,-0.38735124468803406,Consumer Staples-S,240527441920.0,Large Cap
CPB,0.13714490830898285,-0.013281680643558502,0.2151200920343399,-0.4193355441093445,-0.1993868350982666,0.6853975057601929,-0.3331305682659149,1.5925233364105225,-1.778497576713562,-0.46781161427497864,Consumer Staples-S,12603329536.0,Large Cap
CPRT,-0.12818178534507751,-0.24380697309970856,-0.9750382304191589,0.3789820671081543,0.10620284825563431,-0.6382398009300232,-0.0671052411198616,0.16207407414913177,0.2151033729314804,0.574393093585968,Industrials-S,42720002048.0,Large Cap
CPT,-0.026334773749113083,0.26506122946739197,-0.018045159056782722,0.0419926643371582,-0.49836379289627075,0.8033074736595154,-0.3689305782318115,0.7990593314170837,-0.18670403957366943,-0.762772798538208,Real Estate-S,11563299840.0,Large Cap
CRL,0.041696883738040924,0.039656057953834534,0.11420541256666183,0.1609746813774109,-0.26062166690826416,-0.6382398009300232,-0.3919922113418579,0.8384607434272766,1.082650065422058,-0.5921356678009033,Health Care-S,10453726208.0,Large Cap
